134000,100
734000,100
735000,99
748000,99
749000,98
763000,98
764000,97
777000,97
778000,96
791000,96
792000,95
806000,95
807000,94
820000,94
821000,93
835000,93
836000,92
849000,92
850000,91
863000,91
864000,90
892000,90
893000,89
921000,89
922000,88
950000,88
951000,87
979000,87
981000,86
1007000,86
1008000,85
1036000,85
1037000,84
1065000,84
1066000,83
1094000,83
1095000,82
1121000,82
1124000,81
1151000,81
1152000,80
1187000,80
1188000,79
1223000,79
1224000,78
1256000,78
1263000,77
1292000,77
1296000,76
1330000,76
1333000,75
1364000,75
1373000,74
1391000,74
1412000,73
1438000,73
1440000,72
1475000,72
1494000,71
1507000,71
1524000,70
1546000,70
1561000,69
1595000,69
1610000,68
1638000,68
1654000,67
1654000,67
1685000,66
1726000,66
1755000,65
1770000,65
1794000,64
1806000,64
1830000,63
1845000,63
1900000,62
1900000,62
1919000,61
1919000,61
1954000,60
1954000,60
2033000,59
2042000,59
2051000,58
2051000,58
2164000,56
2168000,56
2240000,55
2240000,55
2382000,52
2382000,52
2466000,50
2466000,50
2554000,48
2554000,48
